source,disease,symptoms,description,text
Orphanet,Banki syndrome,"Brachydactyly, Clinodactyly of the 5th finger, Synostosis of carpal bones, Abnormal metacarpal morphology",Rare disease with 4 known phenotypic features,"Disease: Banki syndrome | Symptoms: Brachydactyly, Clinodactyly of the 5th finger, Synostosis of carpal bones, Abnormal metacarpal morphology | Description: Rare disease with 4 known phenotypic features | Source: Orphanet"
Orphanet,Bangstad syndrome,"Abnormal testis morphology, Polycystic ovaries, Abnormality of the dentition, Microcephaly, Narrow face, Sloping forehead, Convex nasal ridge, Deeply set eye, Hypothyroidism, Abnormality of the parathyroid gland",Rare disease with 21 known phenotypic features,"Disease: Bangstad syndrome | Symptoms: Abnormal testis morphology, Polycystic ovaries, Abnormality of the dentition, Microcephaly, Narrow face, Sloping forehead, Convex nasal ridge, Deeply set eye, Hypothyroidism, Abnormality of the parathyroid gland | Description: Rare disease with 21 known phenotypic features | Source: Orphanet"
Orphanet,Bamforth-Lazarus syndrome,"Cleft palate, Retrognathia, Choanal atresia, Congenital hypothyroidism, Intellectual disability, Polyhydramnios, Thyroid agenesis, Abnormal hair quantity",Rare disease with 8 known phenotypic features,"Disease: Bamforth-Lazarus syndrome | Symptoms: Cleft palate, Retrognathia, Choanal atresia, Congenital hypothyroidism, Intellectual disability, Polyhydramnios, Thyroid agenesis, Abnormal hair quantity | Description: Rare disease with 8 known phenotypic features | Source: Orphanet"
Orphanet,Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome,"Abnormal palate morphology, Brachycephaly, Microcephaly, Mandibular prognathia, Hypertelorism, Facial asymmetry, Broad forehead, Preauricular skin tag, Strabismus, Telecanthus",Rare disease with 32 known phenotypic features,"Disease: Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome | Symptoms: Abnormal palate morphology, Brachycephaly, Microcephaly, Mandibular prognathia, Hypertelorism, Facial asymmetry, Broad forehead, Preauricular skin tag, Strabismus, Telecanthus | Description: Rare disease with 32 known phenotypic features | Source: Orphanet"
Orphanet,Bartsocas-Papas syndrome,"Hypoplastic male external genitalia, Ambiguous genitalia, Median cleft lip, Cleft palate, Microcephaly, Toe syndactyly, Hypoplastic toenails, Talipes, Finger syndactyly, Alopecia totalis",Rare disease with 26 known phenotypic features,"Disease: Bartsocas-Papas syndrome | Symptoms: Hypoplastic male external genitalia, Ambiguous genitalia, Median cleft lip, Cleft palate, Microcephaly, Toe syndactyly, Hypoplastic toenails, Talipes, Finger syndactyly, Alopecia totalis | Description: Rare disease with 26 known phenotypic features | Source: Orphanet"
Orphanet,Barber-Say syndrome,"Shawl scrotum, Wide mouth, Abnormality of the face, Hypertelorism, Hearing impairment, Abnormal pinna morphology, Atresia of the external auditory canal, Bulbous nose, Wide nasal bridge, Anteverted nares",Rare disease with 23 known phenotypic features,"Disease: Barber-Say syndrome | Symptoms: Shawl scrotum, Wide mouth, Abnormality of the face, Hypertelorism, Hearing impairment, Abnormal pinna morphology, Atresia of the external auditory canal, Bulbous nose, Wide nasal bridge, Anteverted nares | Description: Rare disease with 23 known phenotypic features | Source: Orphanet"
Orphanet,Pseudo-TORCH syndrome type 1,"Microcephaly, Seizure, Spasticity, Hyperreflexia, Cerebral cortical atrophy, Cerebral calcification, Abnormality of movement",Rare disease with 7 known phenotypic features,"Disease: Pseudo-TORCH syndrome type 1 | Symptoms: Microcephaly, Seizure, Spasticity, Hyperreflexia, Cerebral cortical atrophy, Cerebral calcification, Abnormality of movement | Description: Rare disease with 7 known phenotypic features | Source: Orphanet"
Orphanet,Aniridia-renal agenesis-psychomotor retardation syndrome,"Unilateral renal agenesis, Anteverted nares, Strabismus, Telecanthus, Aniridia, Developmental glaucoma, Craniosynostosis, Frontal bossing, Downturned corners of mouth, Short stature",Rare disease with 16 known phenotypic features,"Disease: Aniridia-renal agenesis-psychomotor retardation syndrome | Symptoms: Unilateral renal agenesis, Anteverted nares, Strabismus, Telecanthus, Aniridia, Developmental glaucoma, Craniosynostosis, Frontal bossing, Downturned corners of mouth, Short stature | Description: Rare disease with 16 known phenotypic features | Source: Orphanet"
Orphanet,Aniridia-ptosis-intellectual disability-familial obesity syndrome,"Visual impairment, Ptosis, Cataract, Myopia, Intellectual disability, Alopecia, Abnormal heart morphology, Hypopigmentation of hair, Corneal opacity, Aplasia/Hypoplasia of the iris",Rare disease with 11 known phenotypic features,"Disease: Aniridia-ptosis-intellectual disability-familial obesity syndrome | Symptoms: Visual impairment, Ptosis, Cataract, Myopia, Intellectual disability, Alopecia, Abnormal heart morphology, Hypopigmentation of hair, Corneal opacity, Aplasia/Hypoplasia of the iris | Description: Rare disease with 11 known phenotypic features | Source: Orphanet"
Orphanet,Aniridia-intellectual disability syndrome,"Cataract, Aniridia, Optic nerve hypoplasia, Ectopia lentis, Intellectual disability, moderate",Rare disease with 5 known phenotypic features,"Disease: Aniridia-intellectual disability syndrome | Symptoms: Cataract, Aniridia, Optic nerve hypoplasia, Ectopia lentis, Intellectual disability, moderate | Description: Rare disease with 5 known phenotypic features | Source: Orphanet"
Orphanet,Aniridia-absent patella syndrome,"Inguinal hernia, Cryptorchidism, Glaucoma, Ptosis, Cataract, Aniridia, Hypotonia, Aplasia/Hypoplasia of the patella",Rare disease with 8 known phenotypic features,"Disease: Aniridia-absent patella syndrome | Symptoms: Inguinal hernia, Cryptorchidism, Glaucoma, Ptosis, Cataract, Aniridia, Hypotonia, Aplasia/Hypoplasia of the patella | Description: Rare disease with 8 known phenotypic features | Source: Orphanet"
Orphanet,Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,"Conductive hearing impairment, Wide nasal bridge, Hypohidrosis, Hyperconvex nail, Dystrophic toenail, Hyperconvex fingernails, Coarse hair, Sparse hair, Dystrophic fingernails, Ankyloblepharon",Rare disease with 31 known phenotypic features,"Disease: Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome | Symptoms: Conductive hearing impairment, Wide nasal bridge, Hypohidrosis, Hyperconvex nail, Dystrophic toenail, Hyperconvex fingernails, Coarse hair, Sparse hair, Dystrophic fingernails, Ankyloblepharon | Description: Rare disease with 31 known phenotypic features | Source: Orphanet"
Orphanet,Ankyloblepharon filiforme adnatum-cleft palate syndrome,"Cleft palate, Ankyloblepharon, Amniotic constriction ring, Lip pit, Non-midline cleft of the upper lip",Rare disease with 5 known phenotypic features,"Disease: Ankyloblepharon filiforme adnatum-cleft palate syndrome | Symptoms: Cleft palate, Ankyloblepharon, Amniotic constriction ring, Lip pit, Non-midline cleft of the upper lip | Description: Rare disease with 5 known phenotypic features | Source: Orphanet"
Orphanet,Ankyloblepharon filiforme adnatum-imperforate anus syndrome,"Cryptorchidism, Cleft palate, Ankyloblepharon, Tooth agenesis, Non-midline cleft of the upper lip",Rare disease with 5 known phenotypic features,"Disease: Ankyloblepharon filiforme adnatum-imperforate anus syndrome | Symptoms: Cryptorchidism, Cleft palate, Ankyloblepharon, Tooth agenesis, Non-midline cleft of the upper lip | Description: Rare disease with 5 known phenotypic features | Source: Orphanet"
Orphanet,Dental ankylosis,"Mandibular prognathia, Abnormality of dental enamel, Clinodactyly of the 5th finger, Tooth agenesis",Rare disease with 4 known phenotypic features,"Disease: Dental ankylosis | Symptoms: Mandibular prognathia, Abnormality of dental enamel, Clinodactyly of the 5th finger, Tooth agenesis | Description: Rare disease with 4 known phenotypic features | Source: Orphanet"
Orphanet,Thumb stiffness-brachydactyly-intellectual disability syndrome,"Abnormal thumb morphology, Intellectual disability, Joint stiffness, Abnormal metacarpal morphology, Type A brachydactyly, Obesity",Rare disease with 6 known phenotypic features,"Disease: Thumb stiffness-brachydactyly-intellectual disability syndrome | Symptoms: Abnormal thumb morphology, Intellectual disability, Joint stiffness, Abnormal metacarpal morphology, Type A brachydactyly, Obesity | Description: Rare disease with 6 known phenotypic features | Source: Orphanet"
Orphanet,Anonychia-microcephaly syndrome,"Abnormality of the dentition, Microcephaly, Sloping forehead, Carious teeth, Anonychia, Clinodactyly of the 5th finger, Bilateral single transverse palmar creases, Aplastic/hypoplastic toenail",Rare disease with 8 known phenotypic features,"Disease: Anonychia-microcephaly syndrome | Symptoms: Abnormality of the dentition, Microcephaly, Sloping forehead, Carious teeth, Anonychia, Clinodactyly of the 5th finger, Bilateral single transverse palmar creases, Aplastic/hypoplastic toenail | Description: Rare disease with 8 known phenotypic features | Source: Orphanet"
Orphanet,Anophthalmia plus syndrome,"Posteriorly rotated ears, Anophthalmia, Cleft palate, Hypertelorism, Choanal atresia, Facial cleft, Abnormal nasal morphology, Non-midline cleft of the upper lip, Blepharophimosis, Iris coloboma",Rare disease with 15 known phenotypic features,"Disease: Anophthalmia plus syndrome | Symptoms: Posteriorly rotated ears, Anophthalmia, Cleft palate, Hypertelorism, Choanal atresia, Facial cleft, Abnormal nasal morphology, Non-midline cleft of the upper lip, Blepharophimosis, Iris coloboma | Description: Rare disease with 15 known phenotypic features | Source: Orphanet"
Orphanet,Microphthalmia with limb anomalies,"Joint hypermobility, Finger aplasia, Posteriorly rotated ears, Hypoplasia of the maxilla, Abnormal eyebrow morphology, Microphthalmia, Blepharophimosis, Toe syndactyly, Sandal gap, Frontal bossing",Rare disease with 57 known phenotypic features,"Disease: Microphthalmia with limb anomalies | Symptoms: Joint hypermobility, Finger aplasia, Posteriorly rotated ears, Hypoplasia of the maxilla, Abnormal eyebrow morphology, Microphthalmia, Blepharophimosis, Toe syndactyly, Sandal gap, Frontal bossing | Description: Rare disease with 57 known phenotypic features | Source: Orphanet"
Orphanet,Antley-Bixler syndrome,"Posteriorly rotated ears, Brachycephaly, Delayed cranial suture closure, Anteverted nares, Abnormal rib morphology, Narrow chest, Arachnodactyly, Joint stiffness, Frontal bossing, Femoral bowing",Rare disease with 30 known phenotypic features,"Disease: Antley-Bixler syndrome | Symptoms: Posteriorly rotated ears, Brachycephaly, Delayed cranial suture closure, Anteverted nares, Abnormal rib morphology, Narrow chest, Arachnodactyly, Joint stiffness, Frontal bossing, Femoral bowing | Description: Rare disease with 30 known phenotypic features | Source: Orphanet"
Orphanet,Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome,"Posteriorly rotated ears, Narrow mouth, Facial asymmetry, Triangular face, Broad forehead, Macrotia, Prominent nasal bridge, Convex nasal ridge, Downslanted palpebral fissures, Carious teeth",Rare disease with 23 known phenotypic features,"Disease: Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome | Symptoms: Posteriorly rotated ears, Narrow mouth, Facial asymmetry, Triangular face, Broad forehead, Macrotia, Prominent nasal bridge, Convex nasal ridge, Downslanted palpebral fissures, Carious teeth | Description: Rare disease with 23 known phenotypic features | Source: Orphanet"
Orphanet,Aphalangy-syndactyly-microcephaly syndrome,"Microcephaly, Hypoplastic fingernail, Short stature, Short distal phalanx of finger, Aplasia/Hypoplasia of the distal phalanges of the toes, Toe syndactyly, Anonychia, Hypoplastic toenails, Absent toenail, Postaxial foot polydactyly",Rare disease with 14 known phenotypic features,"Disease: Aphalangy-syndactyly-microcephaly syndrome | Symptoms: Microcephaly, Hypoplastic fingernail, Short stature, Short distal phalanx of finger, Aplasia/Hypoplasia of the distal phalanges of the toes, Toe syndactyly, Anonychia, Hypoplastic toenails, Absent toenail, Postaxial foot polydactyly | Description: Rare disease with 14 known phenotypic features | Source: Orphanet"
Orphanet,Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome,"Split foot, Hemivertebrae, Aplasia/Hypoplasia of the phalanges of the hand, Aplasia/Hypoplasia of the phalanges of the toes, Abnormality of female external genitalia, Asymmetry of the thorax, Oligohydramnios, Patent ductus arteriosus, Toe syndactyly, Anonychia",Rare disease with 18 known phenotypic features,"Disease: Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome | Symptoms: Split foot, Hemivertebrae, Aplasia/Hypoplasia of the phalanges of the hand, Aplasia/Hypoplasia of the phalanges of the toes, Abnormality of female external genitalia, Asymmetry of the thorax, Oligohydramnios, Patent ductus arteriosus, Toe syndactyly, Anonychia | Description: Rare disease with 18 known phenotypic features | Source: Orphanet"
Orphanet,Aplasia cutis congenita-intestinal lymphangiectasia syndrome,"Myopia, Chorioretinal coloboma, Lymphedema, Skull defect, Lymphopenia, Abnormal bleeding, Abnormality of coagulation, Malabsorption, Hypoproteinemia, Clinodactyly of the 5th finger",Rare disease with 13 known phenotypic features,"Disease: Aplasia cutis congenita-intestinal lymphangiectasia syndrome | Symptoms: Myopia, Chorioretinal coloboma, Lymphedema, Skull defect, Lymphopenia, Abnormal bleeding, Abnormality of coagulation, Malabsorption, Hypoproteinemia, Clinodactyly of the 5th finger | Description: Rare disease with 13 known phenotypic features | Source: Orphanet"
Orphanet,Fibular aplasia-ectrodactyly syndrome,"Premature birth, Split hand, Aplasia/Hypoplasia of the fibula, Abnormal morphology of ulna",Rare disease with 4 known phenotypic features,"Disease: Fibular aplasia-ectrodactyly syndrome | Symptoms: Premature birth, Split hand, Aplasia/Hypoplasia of the fibula, Abnormal morphology of ulna | Description: Rare disease with 4 known phenotypic features | Source: Orphanet"
